bundle_id,query_id,predicted_id,correct,match_rank,matching_similarity,top1_similarity,best_nonmatch_similarity,margin_vs_best_nonmatch
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk00_smoke_r1,0000,0000,True,1,1.0,1.0,0.9768838882446289,0.023116111755371094
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk00_smoke_r1,0001,0001,True,1,1.0,1.0,0.9768838882446289,0.023116111755371094
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk00_smoke_r1,0002,0002,True,1,1.0000001192092896,1.0000001192092896,0.9806540012359619,0.019346117973327637
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk00_smoke_r1,0003,0003,True,1,1.0000001192092896,1.0000001192092896,0.9806540012359619,0.019346117973327637
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk01_smoke_r1,0000,0000,True,1,0.9999998807907104,0.9999998807907104,0.971138596534729,0.028861284255981445
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk01_smoke_r1,0001,0001,True,1,1.0000001192092896,1.0000001192092896,0.9878406524658203,0.012159466743469238
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk01_smoke_r1,0002,0002,True,1,1.0,1.0,0.9878406524658203,0.012159347534179688
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk01_smoke_r1,0003,0003,True,1,1.0000001192092896,1.0000001192092896,0.9764417409896851,0.023558378219604492
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk02_smoke_r1,0000,0000,True,1,0.9999999403953552,0.9999999403953552,0.993207573890686,0.0067923665046691895
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk02_smoke_r1,0001,0001,True,1,1.0,1.0,0.993207573890686,0.006792426109313965
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk02_smoke_r1,0002,0002,True,1,1.0,1.0,0.9900567531585693,0.009943246841430664
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk02_smoke_r1,0003,0003,True,1,0.9999999403953552,0.9999999403953552,0.9872711896896362,0.012728750705718994
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk03_smoke_r1,0000,0000,True,1,1.0,1.0,0.9837180972099304,0.01628190279006958
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk03_smoke_r1,0001,0001,True,1,0.9999998211860657,0.9999998211860657,0.9904090166091919,0.00959080457687378
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk03_smoke_r1,0002,0002,True,1,1.0000001192092896,1.0000001192092896,0.9904090166091919,0.009591102600097656
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk03_smoke_r1,0003,0003,True,1,1.0000001192092896,1.0000001192092896,0.9871182441711426,0.012881875038146973
