bundle_id,query_id,predicted_anchor_id,hub_cluster_weight_mass,anchor_0000,anchor_0001,anchor_0002,anchor_0003
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk00_smoke_r1,0000,0003,0,0.27880287170410156,0.27858227491378784,0.16038241982460022,0.28223246335983276
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk00_smoke_r1,0001,0003,0,0.27860766649246216,0.2801046073436737,0.1603495478630066,0.28093820810317993
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk00_smoke_r1,0002,0002,0,0.15953344106674194,0.15822261571884155,0.6322084665298462,0.05003541707992554
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk00_smoke_r1,0003,0003,0,0.22351297736167908,0.22158701717853546,0.054851092398166656,0.5000488758087158
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk01_smoke_r1,0000,0000,0,0.26138073205947876,0.26009175181388855,0.25548863410949707,0.22303886711597443
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk01_smoke_r1,0001,0000,0,0.26625141501426697,0.2645084857940674,0.24742914736270905,0.2218109667301178
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk01_smoke_r1,0002,0003,0,0.12734603881835938,0.12751029431819916,0.021390266716480255,0.7237533926963806
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk01_smoke_r1,0003,0002,0,0.2733202874660492,0.27883464097976685,0.3820776343345642,0.06576739251613617
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk02_smoke_r1,0000,0002,0,0.248213529586792,0.25041353702545166,0.27952611446380615,0.221846804022789
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk02_smoke_r1,0001,0002,0,0.24640324711799622,0.24691683053970337,0.28557059168815613,0.2211092710494995
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk02_smoke_r1,0002,0000,0,0.3203609883785248,0.31716495752334595,0.20465999841690063,0.15781405568122864
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk02_smoke_r1,0003,0003,0,0.07977189123630524,0.07693011313676834,0.11808072030544281,0.7252172231674194
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk03_smoke_r1,0000,0002,0,0.27264320850372314,0.2694183588027954,0.35597988963127136,0.1019585132598877
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk03_smoke_r1,0001,0002,0,0.27434128522872925,0.2697204649448395,0.35630255937576294,0.09963571280241013
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk03_smoke_r1,0002,0003,0,0.02102092280983925,0.02119584195315838,0.13447977602481842,0.8233035206794739
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk03_smoke_r1,0003,0001,0,0.464368999004364,0.4773125648498535,0.0359380804002285,0.022380413487553596
