bundle_id,query_id,predicted_id,correct,match_rank,matching_similarity,top1_similarity,best_nonmatch_similarity,margin_vs_best_nonmatch
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk00_smoke_r1,0000,0000,True,1,0.9940583109855652,0.9940583109855652,0.9935940504074097,0.0004642605781555176
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk00_smoke_r1,0001,0001,True,1,0.9939538240432739,0.9939538240432739,0.992878794670105,0.0010750293731689453
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk00_smoke_r1,0002,0002,True,1,1.0,1.0,0.9806538224220276,0.019346177577972412
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk00_smoke_r1,0003,0003,True,1,1.0000001192092896,1.0000001192092896,0.9806540012359619,0.019346117973327637
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk01_smoke_r1,0000,0000,True,1,0.9932392835617065,0.9932392835617065,0.9922359585762024,0.0010033249855041504
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk01_smoke_r1,0001,0000,False,2,0.9921872019767761,0.993251383304596,0.993251383304596,-0.0010641813278198242
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk01_smoke_r1,0002,0003,False,2,0.9764417409896851,1.0000001192092896,1.0000001192092896,-0.023558378219604492
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk01_smoke_r1,0003,0002,False,3,0.9764463901519775,0.9999999403953552,0.9999999403953552,-0.023553550243377686
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk02_smoke_r1,0000,0003,False,4,0.9724420309066772,0.9999839067459106,0.9999839067459106,-0.0275418758392334
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk02_smoke_r1,0001,0002,False,2,0.9918209910392761,0.9998970627784729,0.9998970627784729,-0.008076071739196777
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk02_smoke_r1,0002,0000,False,3,0.9878800511360168,0.9985256195068359,0.9985256195068359,-0.010645568370819092
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk02_smoke_r1,0003,0003,True,1,0.9999999403953552,0.9999999403953552,0.9872711896896362,0.012728750705718994
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk03_smoke_r1,0000,0002,False,4,0.9755148887634277,0.9999974966049194,0.9999974966049194,-0.0244826078414917
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk03_smoke_r1,0001,0002,False,2,0.9907083511352539,0.9999964237213135,0.9999964237213135,-0.00928807258605957
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk03_smoke_r1,0002,0003,False,2,0.9871182441711426,1.0000001192092896,1.0000001192092896,-0.012881875038146973
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk03_smoke_r1,0003,0001,False,4,0.9799675941467285,0.9972532391548157,0.9972532391548157,-0.017285645008087158
