bundle_id,query_id,predicted_id,correct,match_rank,matching_similarity,top1_similarity,best_nonmatch_similarity,margin_vs_best_nonmatch
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk00_smoke_r1,0000,0003,False,4,0.9880905151367188,0.9899094104766846,0.9899094104766846,-0.0018188953399658203
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk00_smoke_r1,0001,0003,False,2,0.9896544218063354,0.9898061752319336,0.9898061752319336,-0.00015175342559814453
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk00_smoke_r1,0002,0002,True,1,0.9998360872268677,0.9998360872268677,0.981641411781311,0.01819467544555664
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk00_smoke_r1,0003,0003,True,1,0.9984363913536072,0.9984363913536072,0.9856196641921997,0.01281672716140747
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk01_smoke_r1,0000,0002,False,4,0.9795360565185547,0.9967893958091736,0.9967893958091736,-0.017253339290618896
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk01_smoke_r1,0001,0002,False,2,0.9919438362121582,0.9965104460716248,0.9965104460716248,-0.004566609859466553
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk01_smoke_r1,0002,0003,False,2,0.9782388210296631,0.999932050704956,0.999932050704956,-0.02169322967529297
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk01_smoke_r1,0003,0002,False,3,0.9768402576446533,0.9987298846244812,0.9987298846244812,-0.02188962697982788
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk02_smoke_r1,0000,0001,False,3,0.9935700297355652,0.9970092177391052,0.9970092177391052,-0.003439188003540039
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk02_smoke_r1,0001,0002,False,2,0.9968934059143066,0.9969965219497681,0.9969965219497681,-0.00010311603546142578
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk02_smoke_r1,0002,0001,False,3,0.9931191205978394,0.9984515905380249,0.9984515905380249,-0.005332469940185547
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk02_smoke_r1,0003,0003,True,1,0.9998396635055542,0.9998396635055542,0.9897545576095581,0.010085105895996094
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk03_smoke_r1,0000,0002,False,4,0.9840666651725769,0.9988037347793579,0.9988037347793579,-0.014737069606781006
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk03_smoke_r1,0001,0002,False,2,0.9946611523628235,0.9987915754318237,0.9987915754318237,-0.004130423069000244
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk03_smoke_r1,0002,0003,False,2,0.987891435623169,0.9999881386756897,0.9999881386756897,-0.012096703052520752
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk03_smoke_r1,0003,0000,False,4,0.9792217016220093,0.9960271120071411,0.9960271120071411,-0.016805410385131836
