bundle_id,query_id,predicted_anchor_id,hub_cluster_weight_mass,anchor_0000,anchor_0001,anchor_0002,anchor_0003
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk00_smoke_r1,0000,0003,0,0.23285649716854095,0.23869264125823975,0.19572575390338898,0.3327251076698303
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk00_smoke_r1,0001,0003,0,0.23279231786727905,0.24009893834590912,0.19576877355575562,0.3313399851322174
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk00_smoke_r1,0002,0002,0,0.12120403349399567,0.12331852316856384,0.7018200159072876,0.05365749076008797
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk00_smoke_r1,0003,0003,0,0.180717334151268,0.18379586935043335,0.06480111181735992,0.5706856846809387
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk01_smoke_r1,0000,0002,0,0.1686355024576187,0.15938837826251984,0.4711722731590271,0.20080383121967316
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk01_smoke_r1,0001,0002,0,0.17353403568267822,0.16375212371349335,0.460973858833313,0.20173989236354828
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk01_smoke_r1,0002,0003,0,0.09650567173957825,0.0917840376496315,0.04633576050400734,0.7653745412826538
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk01_smoke_r1,0003,0002,0,0.1587132066488266,0.15379512310028076,0.6341989636421204,0.05329272150993347
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk02_smoke_r1,0000,0002,0,0.26213330030441284,0.282892644405365,0.35349610447883606,0.10147792845964432
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk02_smoke_r1,0001,0002,0,0.25984612107276917,0.2785400152206421,0.3606191575527191,0.10099467635154724
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk02_smoke_r1,0002,0001,0,0.32922857999801636,0.3486664593219757,0.25185835361480713,0.07024659961462021
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk02_smoke_r1,0003,0003,0,0.12916867434978485,0.1332511156797409,0.22895587980747223,0.5086243152618408
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk03_smoke_r1,0000,0002,0,0.1859043538570404,0.1660848706960678,0.5430885553359985,0.10492224991321564
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk03_smoke_r1,0001,0002,0,0.18716588616371155,0.16636323928833008,0.5438820719718933,0.10258876532316208
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk03_smoke_r1,0002,0003,0,0.013274053111672401,0.012100701220333576,0.19000238180160522,0.7846229076385498
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk03_smoke_r1,0003,0000,0,0.4597327709197998,0.42722147703170776,0.07960629463195801,0.03343948349356651
