bundle_id,query_id,predicted_anchor_id,hub_cluster_weight_mass,anchor_0000,anchor_0001,anchor_0002,anchor_0003
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk00_smoke_r1,0000,0003,0,0.259867787361145,0.2664971351623535,0.11477762460708618,0.3588574230670929
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk00_smoke_r1,0001,0003,0,0.2597050368785858,0.26962634921073914,0.1148194745182991,0.35584911704063416
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk00_smoke_r1,0002,0002,0,0.04328358545899391,0.04373050853610039,0.9072484374046326,0.005737528204917908
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk00_smoke_r1,0003,0003,0,0.11319009214639664,0.11426656693220139,0.009098277427256107,0.7634450793266296
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk01_smoke_r1,0000,0002,0,0.18409126996994019,0.1726507991552353,0.4642831087112427,0.17897476255893707
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk01_smoke_r1,0001,0002,0,0.19450882077217102,0.18182936310768127,0.4434155821800232,0.18024620413780212
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk01_smoke_r1,0002,0003,0,0.02214757725596428,0.021031739190220833,0.001649458659812808,0.9551712274551392
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk01_smoke_r1,0003,0002,0,0.13847607374191284,0.13650666177272797,0.7143120765686035,0.010705254040658474
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk02_smoke_r1,0000,0002,0,0.24405737221240997,0.2656417787075043,0.39379069209098816,0.09651008248329163
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk02_smoke_r1,0001,0002,0,0.23915673792362213,0.2568211853504181,0.40869227051734924,0.09532986581325531
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk02_smoke_r1,0002,0001,0,0.37208861112594604,0.39001134037971497,0.19320251047611237,0.044697560369968414
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk02_smoke_r1,0003,0003,0,0.021884111687541008,0.021765150129795074,0.06100521236658096,0.8953455686569214
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk03_smoke_r1,0000,0002,0,0.15056495368480682,0.13298377394676208,0.6694731116294861,0.04697813093662262
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk03_smoke_r1,0001,0002,0,0.15225175023078918,0.13311205804347992,0.669831395149231,0.04480476677417755
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk03_smoke_r1,0002,0003,0,0.00028320064302533865,0.0002604365290608257,0.030230974778532982,0.9692254066467285
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk03_smoke_r1,0003,0000,0,0.5059621930122375,0.483511745929718,0.007904037833213806,0.0026220548897981644
