bundle_id,query_id,predicted_id,correct,match_rank,matching_similarity,top1_similarity,best_nonmatch_similarity,margin_vs_best_nonmatch
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk00_smoke_r1,0000,0002,False,4,0.9870787858963013,0.9913826584815979,0.9913826584815979,-0.004303872585296631
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk00_smoke_r1,0001,0002,False,3,0.9890972971916199,0.9913796186447144,0.9913796186447144,-0.0022823214530944824
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk00_smoke_r1,0002,0002,True,1,0.9985455274581909,0.9985455274581909,0.9849658012390137,0.013579726219177246
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk00_smoke_r1,0003,0003,True,1,0.9953746795654297,0.9953746795654297,0.9885098934173584,0.006864786148071289
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk01_smoke_r1,0000,0002,False,4,0.9785721898078918,0.9969260692596436,0.9969260692596436,-0.01835387945175171
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk01_smoke_r1,0001,0002,False,2,0.9913403987884521,0.9968005418777466,0.9968005418777466,-0.005460143089294434
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk01_smoke_r1,0002,0003,False,2,0.9848223328590393,0.9983317852020264,0.9983317852020264,-0.01350945234298706
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk01_smoke_r1,0003,0002,False,3,0.9785217046737671,0.9982264041900635,0.9982264041900635,-0.019704699516296387
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk02_smoke_r1,0000,0001,False,3,0.9940969347953796,0.9972611665725708,0.9972611665725708,-0.003164231777191162
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk02_smoke_r1,0001,0001,True,1,0.9972103238105774,0.9972103238105774,0.9964644908905029,0.0007458329200744629
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk02_smoke_r1,0002,0001,False,3,0.9945219159126282,0.9981238842010498,0.9981238842010498,-0.003601968288421631
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk02_smoke_r1,0003,0003,True,1,0.996113657951355,0.996113657951355,0.9958829283714294,0.0002307295799255371
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk03_smoke_r1,0000,0002,False,4,0.9860237836837769,0.9979740381240845,0.9979740381240845,-0.011950254440307617
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk03_smoke_r1,0001,0002,False,2,0.9953016042709351,0.9979660511016846,0.9979660511016846,-0.0026644468307495117
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk03_smoke_r1,0002,0003,False,2,0.9919376373291016,0.9994246959686279,0.9994246959686279,-0.007487058639526367
shared_gating_ego4d16f_teacher_packet_ego4d_small_bridge_16f_chunk03_smoke_r1,0003,0001,False,4,0.9818243980407715,0.9963189363479614,0.9963189363479614,-0.014494538307189941
